codeWilaya,Wilaya,MoughataaFr,Commune,Center,bureau,Candidat,Wilaya_ar,MoughataaAr,Commune_ar,Center_ar,bureau_ar,CandidatAr,Type,TypeAr,nbr_Inscrits,nb_bulletin,nb_votant_neutre,nb_votant_null,nb_vote
06,Trarza,Boutilimit,Boutilimit,Ecole Arechane,Ecole Arechane  01,Hamadi Sid’El Moctar Mohamed Abdi,اترارزة ,بوتلميت,بوتلميت,مدرسة آرشان,مدرسة آرشان  01,حمادى  سيد المختار محمد عبدى,Présidentielles,الرئاسية,411,407,1,8,34
06,Trarza,Boutilimit,Boutilimit,Ecole Arechane,Ecole Arechane  01,Outouma Antoine Souleymane Soumaré,اترارزة ,بوتلميت,بوتلميت,مدرسة آرشان,مدرسة آرشان  01,أوتوما أنتوان  سليمان سومارى,Présidentielles,الرئاسية,411,407,1,8,2
06,Trarza,Boutilimit,Boutilimit,Ecole Arechane,Ecole Arechane  01,Mamadou Bocar Ba,اترارزة ,بوتلميت,بوتلميت,مدرسة آرشان,مدرسة آرشان  01,مامادو  بوكار با,Présidentielles,الرئاسية,411,407,1,8,1
06,Trarza,Boutilimit,Boutilimit,Ecole Arechane,Ecole Arechane  01,El Id Mohameden M’Bareck,اترارزة ,بوتلميت,بوتلميت,مدرسة آرشان,مدرسة آرشان  01,العيد  محمدن امبارك,Présidentielles,الرئاسية,411,407,1,8,3
06,Trarza,Boutilimit,Boutilimit,Ecole Arechane,Ecole Arechane  01,Biram Dah  Abeid,اترارزة ,بوتلميت,بوتلميت,مدرسة آرشان,مدرسة آرشان  01,بيرام الداه    اعبيد,Présidentielles,الرئاسية,411,407,1,8,12
06,Trarza,Boutilimit,N'Teichet,Bir tejekanet,Bir tejekanet  01,Mohamed Cheikh Ghazouani,اترارزة ,بوتلميت,انتيشط,بير تجكانت,بير تجكانت  01,محمد   الشيخ الغزواني,Présidentielles,الرئاسية,162,80,1,2,62
06,Trarza,Boutilimit,N'Teichet,Bir tejekanet,Bir tejekanet  01,Mohamed Lemine El Mourteji  El Wavi,اترارزة ,بوتلميت,انتيشط,بير تجكانت,بير تجكانت  01,محمد الامين  المرتجي الوافي,Présidentielles,الرئاسية,162,80,1,2,1
06,Trarza,Boutilimit,N'Teichet,Bir tejekanet,Bir tejekanet  01,Hamadi Sid’El Moctar Mohamed Abdi,اترارزة ,بوتلميت,انتيشط,بير تجكانت,بير تجكانت  01,حمادى  سيد المختار محمد عبدى,Présidentielles,الرئاسية,162,80,1,2,12
06,Trarza,Boutilimit,N'Teichet,Bir tejekanet,Bir tejekanet  01,Outouma Antoine Souleymane Soumaré,اترارزة ,بوتلميت,انتيشط,بير تجكانت,بير تجكانت  01,أوتوما أنتوان  سليمان سومارى,Présidentielles,الرئاسية,162,80,1,2,1
06,Trarza,Boutilimit,N'Teichet,Bir tejekanet,Bir tejekanet  01,Mamadou Bocar Ba,اترارزة ,بوتلميت,انتيشط,بير تجكانت,بير تجكانت  01,مامادو  بوكار با,Présidentielles,الرئاسية,162,80,1,2,0
06,Trarza,Boutilimit,N'Teichet,Bir tejekanet,Bir tejekanet  01,El Id Mohameden M’Bareck,اترارزة ,بوتلميت,انتيشط,بير تجكانت,بير تجكانت  01,العيد  محمدن امبارك,Présidentielles,الرئاسية,162,80,1,2,0
06,Trarza,Boutilimit,N'Teichet,Bir tejekanet,Bir tejekanet  01,Biram Dah  Abeid,اترارزة ,بوتلميت,انتيشط,بير تجكانت,بير تجكانت  01,بيرام الداه    اعبيد,Présidentielles,الرئاسية,162,80,1,2,1
06,Trarza,Boutilimit,Ajoueir,Ecole Ajouer,Ecole Ajouer  02,Mohamed Cheikh Ghazouani,اترارزة ,بوتلميت,آجوير,مدرسة آجوير,مدرسة آجوير  02,محمد   الشيخ الغزواني,Présidentielles,الرئاسية,368,163,3,11,107
06,Trarza,Boutilimit,Ajoueir,Ecole Ajouer,Ecole Ajouer  02,Mohamed Lemine El Mourteji  El Wavi,اترارزة ,بوتلميت,آجوير,مدرسة آجوير,مدرسة آجوير  02,محمد الامين  المرتجي الوافي,Présidentielles,الرئاسية,368,163,3,11,0
06,Trarza,Boutilimit,Ajoueir,Ecole Ajouer,Ecole Ajouer  02,Hamadi Sid’El Moctar Mohamed Abdi,اترارزة ,بوتلميت,آجوير,مدرسة آجوير,مدرسة آجوير  02,حمادى  سيد المختار محمد عبدى,Présidentielles,الرئاسية,368,163,3,11,14
06,Trarza,Boutilimit,Ajoueir,Ecole Ajouer,Ecole Ajouer  02,Outouma Antoine Souleymane Soumaré,اترارزة ,بوتلميت,آجوير,مدرسة آجوير,مدرسة آجوير  02,أوتوما أنتوان  سليمان سومارى,Présidentielles,الرئاسية,368,163,3,11,1
06,Trarza,Boutilimit,Ajoueir,Ecole Ajouer,Ecole Ajouer  02,Mamadou Bocar Ba,اترارزة ,بوتلميت,آجوير,مدرسة آجوير,مدرسة آجوير  02,مامادو  بوكار با,Présidentielles,الرئاسية,368,163,3,11,0
06,Trarza,Boutilimit,Ajoueir,Ecole Ajouer,Ecole Ajouer  02,El Id Mohameden M’Bareck,اترارزة ,بوتلميت,آجوير,مدرسة آجوير,مدرسة آجوير  02,العيد  محمدن امبارك,Présidentielles,الرئاسية,368,163,3,11,5
06,Trarza,Boutilimit,Ajoueir,Ecole Ajouer,Ecole Ajouer  02,Biram Dah  Abeid,اترارزة ,بوتلميت,آجوير,مدرسة آجوير,مدرسة آجوير  02,بيرام الداه    اعبيد,Présidentielles,الرئاسية,368,163,3,11,22
06,Trarza,Boutilimit,Boutilimit,Ecole Aghi,Ecole Aghi  01,Mohamed Cheikh Ghazouani,اترارزة ,بوتلميت,بوتلميت,مدرسة اكي,مدرسة اكي  01,محمد   الشيخ الغزواني,Présidentielles,الرئاسية,501,288,6,7,199
06,Trarza,Boutilimit,Boutilimit,Ecole Aghi,Ecole Aghi  01,Mohamed Lemine El Mourteji  El Wavi,اترارزة ,بوتلميت,بوتلميت,مدرسة اكي,مدرسة اكي  01,محمد الامين  المرتجي الوافي,Présidentielles,الرئاسية,501,288,6,7,1
06,Trarza,Boutilimit,Boutilimit,Ecole Aghi,Ecole Aghi  01,Hamadi Sid’El Moctar Mohamed Abdi,اترارزة ,بوتلميت,بوتلميت,مدرسة اكي,مدرسة اكي  01,حمادى  سيد المختار محمد عبدى,Présidentielles,الرئاسية,501,288,6,7,58
06,Trarza,Boutilimit,Boutilimit,Ecole Aghi,Ecole Aghi  01,Outouma Antoine Souleymane Soumaré,اترارزة ,بوتلميت,بوتلميت,مدرسة اكي,مدرسة اكي  01,أوتوما أنتوان  سليمان سومارى,Présidentielles,الرئاسية,501,288,6,7,2
06,Trarza,Boutilimit,Boutilimit,Ecole Aghi,Ecole Aghi  01,Mamadou Bocar Ba,اترارزة ,بوتلميت,بوتلميت,مدرسة اكي,مدرسة اكي  01,مامادو  بوكار با,Présidentielles,الرئاسية,501,288,6,7,1
06,Trarza,Boutilimit,Boutilimit,Ecole Aghi,Ecole Aghi  01,El Id Mohameden M’Bareck,اترارزة ,بوتلميت,بوتلميت,مدرسة اكي,مدرسة اكي  01,العيد  محمدن امبارك,Présidentielles,الرئاسية,501,288,6,7,1
06,Trarza,Boutilimit,Boutilimit,Ecole Aghi,Ecole Aghi  01,Biram Dah  Abeid,اترارزة ,بوتلميت,بوتلميت,مدرسة اكي,مدرسة اكي  01,بيرام الداه    اعبيد,Présidentielles,الرئاسية,501,288,6,7,13
06,Trarza,Boutilimit,Boutilimit,Ecole Tayef,Ecole Tayef  01,Mohamed Cheikh Ghazouani,اترارزة ,بوتلميت,بوتلميت,مدرسة الطائف,مدرسة الطائف  01,محمد   الشيخ الغزواني,Présidentielles,الرئاسية,136,130,0,9,114
06,Trarza,Boutilimit,Boutilimit,Ecole Tayef,Ecole Tayef  01,Mohamed Lemine El Mourteji  El Wavi,اترارزة ,بوتلميت,بوتلميت,مدرسة الطائف,مدرسة الطائف  01,محمد الامين  المرتجي الوافي,Présidentielles,الرئاسية,136,130,0,9,0
06,Trarza,Boutilimit,Boutilimit,Ecole Tayef,Ecole Tayef  01,Hamadi Sid’El Moctar Mohamed Abdi,اترارزة ,بوتلميت,بوتلميت,مدرسة الطائف,مدرسة الطائف  01,حمادى  سيد المختار محمد عبدى,Présidentielles,الرئاسية,136,130,0,9,7
06,Trarza,Boutilimit,Boutilimit,Ecole Tayef,Ecole Tayef  01,Outouma Antoine Souleymane Soumaré,اترارزة ,بوتلميت,بوتلميت,مدرسة الطائف,مدرسة الطائف  01,أوتوما أنتوان  سليمان سومارى,Présidentielles,الرئاسية,136,130,0,9,0
06,Trarza,Boutilimit,Boutilimit,Ecole Tayef,Ecole Tayef  01,Mamadou Bocar Ba,اترارزة ,بوتلميت,بوتلميت,مدرسة الطائف,مدرسة الطائف  01,مامادو  بوكار با,Présidentielles,الرئاسية,136,130,0,9,0
06,Trarza,Boutilimit,Boutilimit,Ecole Tayef,Ecole Tayef  01,El Id Mohameden M’Bareck,اترارزة ,بوتلميت,بوتلميت,مدرسة الطائف,مدرسة الطائف  01,العيد  محمدن امبارك,Présidentielles,الرئاسية,136,130,0,9,0
06,Trarza,Boutilimit,Boutilimit,Ecole Tayef,Ecole Tayef  01,Biram Dah  Abeid,اترارزة ,بوتلميت,بوتلميت,مدرسة الطائف,مدرسة الطائف  01,بيرام الداه    اعبيد,Présidentielles,الرئاسية,136,130,0,9,0
06,Trarza,Boutilimit,Boutilimit,Ecole 4,Ecole 4  02,Mohamed Cheikh Ghazouani,اترارزة ,بوتلميت,بوتلميت,المدرسة رقم 4,المدرسة رقم 4  02,محمد   الشيخ الغزواني,Présidentielles,الرئاسية,423,274,6,9,170
06,Trarza,Boutilimit,Boutilimit,Ecole 4,Ecole 4  02,Mohamed Lemine El Mourteji  El Wavi,اترارزة ,بوتلميت,بوتلميت,المدرسة رقم 4,المدرسة رقم 4  02,محمد الامين  المرتجي الوافي,Présidentielles,الرئاسية,423,274,6,9,4
06,Trarza,Boutilimit,Boutilimit,Ecole 4,Ecole 4  02,Hamadi Sid’El Moctar Mohamed Abdi,اترارزة ,بوتلميت,بوتلميت,المدرسة رقم 4,المدرسة رقم 4  02,حمادى  سيد المختار محمد عبدى,Présidentielles,الرئاسية,423,274,6,9,40
06,Trarza,Boutilimit,Boutilimit,Ecole 4,Ecole 4  02,Outouma Antoine Souleymane Soumaré,اترارزة ,بوتلميت,بوتلميت,المدرسة رقم 4,المدرسة رقم 4  02,أوتوما أنتوان  سليمان سومارى,Présidentielles,الرئاسية,423,274,6,9,1
06,Trarza,Boutilimit,Boutilimit,Ecole 4,Ecole 4  02,Mamadou Bocar Ba,اترارزة ,بوتلميت,بوتلميت,المدرسة رقم 4,المدرسة رقم 4  02,مامادو  بوكار با,Présidentielles,الرئاسية,423,274,6,9,1
06,Trarza,Boutilimit,Boutilimit,Ecole 4,Ecole 4  02,El Id Mohameden M’Bareck,اترارزة ,بوتلميت,بوتلميت,المدرسة رقم 4,المدرسة رقم 4  02,العيد  محمدن امبارك,Présidentielles,الرئاسية,423,274,6,9,7
06,Trarza,Boutilimit,Boutilimit,Ecole 4,Ecole 4  02,Biram Dah  Abeid,اترارزة ,بوتلميت,بوتلميت,المدرسة رقم 4,المدرسة رقم 4  02,بيرام الداه    اعبيد,Présidentielles,الرئاسية,423,274,6,9,36
06,Trarza,Boutilimit,Ajoueir,Ecole Sourour,Ecole Sourour  01,Mohamed Cheikh Ghazouani,اترارزة ,بوتلميت,آجوير,مدرسة السرور,مدرسة السرور  01,محمد   الشيخ الغزواني,Présidentielles,الرئاسية,506,494,0,23,431
06,Trarza,Boutilimit,Ajoueir,Ecole Sourour,Ecole Sourour  01,Mohamed Lemine El Mourteji  El Wavi,اترارزة ,بوتلميت,آجوير,مدرسة السرور,مدرسة السرور  01,محمد الامين  المرتجي الوافي,Présidentielles,الرئاسية,506,494,0,23,6
06,Trarza,Boutilimit,Ajoueir,Ecole Sourour,Ecole Sourour  01,Hamadi Sid’El Moctar Mohamed Abdi,اترارزة ,بوتلميت,آجوير,مدرسة السرور,مدرسة السرور  01,حمادى  سيد المختار محمد عبدى,Présidentielles,الرئاسية,506,494,0,23,15
06,Trarza,Boutilimit,Ajoueir,Ecole Sourour,Ecole Sourour  01,Outouma Antoine Souleymane Soumaré,اترارزة ,بوتلميت,آجوير,مدرسة السرور,مدرسة السرور  01,أوتوما أنتوان  سليمان سومارى,Présidentielles,الرئاسية,506,494,0,23,0
06,Trarza,Boutilimit,Ajoueir,Ecole Sourour,Ecole Sourour  01,Mamadou Bocar Ba,اترارزة ,بوتلميت,آجوير,مدرسة السرور,مدرسة السرور  01,مامادو  بوكار با,Présidentielles,الرئاسية,506,494,0,23,1
06,Trarza,Boutilimit,Ajoueir,Ecole Sourour,Ecole Sourour  01,El Id Mohameden M’Bareck,اترارزة ,بوتلميت,آجوير,مدرسة السرور,مدرسة السرور  01,العيد  محمدن امبارك,Présidentielles,الرئاسية,506,494,0,23,3
06,Trarza,Boutilimit,Ajoueir,Ecole Sourour,Ecole Sourour  01,Biram Dah  Abeid,اترارزة ,بوتلميت,آجوير,مدرسة السرور,مدرسة السرور  01,بيرام الداه    اعبيد,Présidentielles,الرئاسية,506,494,0,23,15
06,Trarza,Mederdra,El Khat,Ecole elmouyasser,Ecole elmouyasser  01,Mohamed Cheikh Ghazouani,اترارزة ,المذرذرة,الخط,مدرسة الميسر,مدرسة الميسر  01,محمد   الشيخ الغزواني,Présidentielles,الرئاسية,206,139,0,4,47
06,Trarza,Mederdra,El Khat,Ecole elmouyasser,Ecole elmouyasser  01,Mohamed Lemine El Mourteji  El Wavi,اترارزة ,المذرذرة,الخط,مدرسة الميسر,مدرسة الميسر  01,محمد الامين  المرتجي الوافي,Présidentielles,الرئاسية,206,139,0,4,0
06,Trarza,Mederdra,El Khat,Ecole elmouyasser,Ecole elmouyasser  01,Hamadi Sid’El Moctar Mohamed Abdi,اترارزة ,المذرذرة,الخط,مدرسة الميسر,مدرسة الميسر  01,حمادى  سيد المختار محمد عبدى,Présidentielles,الرئاسية,206,139,0,4,2
06,Trarza,Mederdra,El Khat,Ecole elmouyasser,Ecole elmouyasser  01,Outouma Antoine Souleymane Soumaré,اترارزة ,المذرذرة,الخط,مدرسة الميسر,مدرسة الميسر  01,أوتوما أنتوان  سليمان سومارى,Présidentielles,الرئاسية,206,139,0,4,82
06,Trarza,Mederdra,El Khat,Ecole elmouyasser,Ecole elmouyasser  01,Mamadou Bocar Ba,اترارزة ,المذرذرة,الخط,مدرسة الميسر,مدرسة الميسر  01,مامادو  بوكار با,Présidentielles,الرئاسية,206,139,0,4,2
06,Trarza,Mederdra,El Khat,Ecole elmouyasser,Ecole elmouyasser  01,El Id Mohameden M’Bareck,اترارزة ,المذرذرة,الخط,مدرسة الميسر,مدرسة الميسر  01,العيد  محمدن امبارك,Présidentielles,الرئاسية,206,139,0,4,0
06,Trarza,Mederdra,El Khat,Ecole elmouyasser,Ecole elmouyasser  01,Biram Dah  Abeid,اترارزة ,المذرذرة,الخط,مدرسة الميسر,مدرسة الميسر  01,بيرام الداه    اعبيد,Présidentielles,الرئاسية,206,139,0,4,2
06,Trarza,Mederdra,Taguilalet,Ecole Dochilya 1,Ecole Dochilya 1  01,Mohamed Cheikh Ghazouani,اترارزة ,المذرذرة,التاكلالت,مدرسة الدوشلية1,مدرسة الدوشلية1  01,محمد   الشيخ الغزواني,Présidentielles,الرئاسية,519,444,6,5,356
06,Trarza,Mederdra,Taguilalet,Ecole Dochilya 1,Ecole Dochilya 1  01,Mohamed Lemine El Mourteji  El Wavi,اترارزة ,المذرذرة,التاكلالت,مدرسة الدوشلية1,مدرسة الدوشلية1  01,محمد الامين  المرتجي الوافي,Présidentielles,الرئاسية,519,444,6,5,2
06,Trarza,Mederdra,Taguilalet,Ecole Dochilya 1,Ecole Dochilya 1  01,Hamadi Sid’El Moctar Mohamed Abdi,اترارزة ,المذرذرة,التاكلالت,مدرسة الدوشلية1,مدرسة الدوشلية1  01,حمادى  سيد المختار محمد عبدى,Présidentielles,الرئاسية,519,444,6,5,51
06,Trarza,Mederdra,Taguilalet,Ecole Dochilya 1,Ecole Dochilya 1  01,Outouma Antoine Souleymane Soumaré,اترارزة ,المذرذرة,التاكلالت,مدرسة الدوشلية1,مدرسة الدوشلية1  01,أوتوما أنتوان  سليمان سومارى,Présidentielles,الرئاسية,519,444,6,5,4
06,Trarza,Mederdra,Taguilalet,Ecole Dochilya 1,Ecole Dochilya 1  01,Mamadou Bocar Ba,اترارزة ,المذرذرة,التاكلالت,مدرسة الدوشلية1,مدرسة الدوشلية1  01,مامادو  بوكار با,Présidentielles,الرئاسية,519,444,6,5,0
06,Trarza,Mederdra,Taguilalet,Ecole Dochilya 1,Ecole Dochilya 1  01,El Id Mohameden M’Bareck,اترارزة ,المذرذرة,التاكلالت,مدرسة الدوشلية1,مدرسة الدوشلية1  01,العيد  محمدن امبارك,Présidentielles,الرئاسية,519,444,6,5,15
06,Trarza,Mederdra,Taguilalet,Ecole Dochilya 1,Ecole Dochilya 1  01,Biram Dah  Abeid,اترارزة ,المذرذرة,التاكلالت,مدرسة الدوشلية1,مدرسة الدوشلية1  01,بيرام الداه    اعبيد,Présidentielles,الرئاسية,519,444,6,5,5
06,Trarza,Mederdra,Taguilalet,Zemzem,Zemzem  01,Mohamed Cheikh Ghazouani,اترارزة ,المذرذرة,التاكلالت,زمزم,زمزم  01,محمد   الشيخ الغزواني,Présidentielles,الرئاسية,192,164,0,4,142
06,Trarza,Mederdra,Taguilalet,Zemzem,Zemzem  01,Mohamed Lemine El Mourteji  El Wavi,اترارزة ,المذرذرة,التاكلالت,زمزم,زمزم  01,محمد الامين  المرتجي الوافي,Présidentielles,الرئاسية,192,164,0,4,1
06,Trarza,Mederdra,Taguilalet,Zemzem,Zemzem  01,Hamadi Sid’El Moctar Mohamed Abdi,اترارزة ,المذرذرة,التاكلالت,زمزم,زمزم  01,حمادى  سيد المختار محمد عبدى,Présidentielles,الرئاسية,192,164,0,4,12
06,Trarza,Mederdra,Taguilalet,Zemzem,Zemzem  01,Outouma Antoine Souleymane Soumaré,اترارزة ,المذرذرة,التاكلالت,زمزم,زمزم  01,أوتوما أنتوان  سليمان سومارى,Présidentielles,الرئاسية,192,164,0,4,1
06,Trarza,Mederdra,Taguilalet,Zemzem,Zemzem  01,Mamadou Bocar Ba,اترارزة ,المذرذرة,التاكلالت,زمزم,زمزم  01,مامادو  بوكار با,Présidentielles,الرئاسية,192,164,0,4,0
06,Trarza,Mederdra,Taguilalet,Zemzem,Zemzem  01,El Id Mohameden M’Bareck,اترارزة ,المذرذرة,التاكلالت,زمزم,زمزم  01,العيد  محمدن امبارك,Présidentielles,الرئاسية,192,164,0,4,1
06,Trarza,Mederdra,Taguilalet,Zemzem,Zemzem  01,Biram Dah  Abeid,اترارزة ,المذرذرة,التاكلالت,زمزم,زمزم  01,بيرام الداه    اعبيد,Présidentielles,الرئاسية,192,164,0,4,3
06,Trarza,Mederdra,Mederdra,Ecole Dar Nourani,Ecole Dar Nourani  01,Mohamed Cheikh Ghazouani,اترارزة ,المذرذرة,المذرذرة,مدرسة دار النوراني,مدرسة دار النوراني  01,محمد   الشيخ الغزواني,Présidentielles,الرئاسية,345,207,6,21,135
06,Trarza,Mederdra,Mederdra,Ecole Dar Nourani,Ecole Dar Nourani  01,Mohamed Lemine El Mourteji  El Wavi,اترارزة ,المذرذرة,المذرذرة,مدرسة دار النوراني,مدرسة دار النوراني  01,محمد الامين  المرتجي الوافي,Présidentielles,الرئاسية,345,207,6,21,0
06,Trarza,Mederdra,Mederdra,Ecole Dar Nourani,Ecole Dar Nourani  01,Hamadi Sid’El Moctar Mohamed Abdi,اترارزة ,المذرذرة,المذرذرة,مدرسة دار النوراني,مدرسة دار النوراني  01,حمادى  سيد المختار محمد عبدى,Présidentielles,الرئاسية,345,207,6,21,12
06,Trarza,Mederdra,Mederdra,Ecole Dar Nourani,Ecole Dar Nourani  01,Outouma Antoine Souleymane Soumaré,اترارزة ,المذرذرة,المذرذرة,مدرسة دار النوراني,مدرسة دار النوراني  01,أوتوما أنتوان  سليمان سومارى,Présidentielles,الرئاسية,345,207,6,21,6
06,Trarza,Mederdra,Mederdra,Ecole Dar Nourani,Ecole Dar Nourani  01,Mamadou Bocar Ba,اترارزة ,المذرذرة,المذرذرة,مدرسة دار النوراني,مدرسة دار النوراني  01,مامادو  بوكار با,Présidentielles,الرئاسية,345,207,6,21,1
06,Trarza,Mederdra,Mederdra,Ecole Dar Nourani,Ecole Dar Nourani  01,El Id Mohameden M’Bareck,اترارزة ,المذرذرة,المذرذرة,مدرسة دار النوراني,مدرسة دار النوراني  01,العيد  محمدن امبارك,Présidentielles,الرئاسية,345,207,6,21,17
06,Trarza,Mederdra,Mederdra,Ecole Dar Nourani,Ecole Dar Nourani  01,Biram Dah  Abeid,اترارزة ,المذرذرة,المذرذرة,مدرسة دار النوراني,مدرسة دار النوراني  01,بيرام الداه    اعبيد,Présidentielles,الرئاسية,345,207,6,21,9
06,Trarza,Mederdra,El Khat,Hsey Bouhmed,Hsey Bouhmed  01,Mohamed Cheikh Ghazouani,اترارزة ,المذرذرة,الخط,احسي بو احمد,احسي بو احمد  01,محمد   الشيخ الغزواني,Présidentielles,الرئاسية,291,153,4,16,97
06,Trarza,Mederdra,El Khat,Hsey Bouhmed,Hsey Bouhmed  01,Mohamed Lemine El Mourteji  El Wavi,اترارزة ,المذرذرة,الخط,احسي بو احمد,احسي بو احمد  01,محمد الامين  المرتجي الوافي,Présidentielles,الرئاسية,291,153,4,16,3
06,Trarza,Mederdra,El Khat,Hsey Bouhmed,Hsey Bouhmed  01,Hamadi Sid’El Moctar Mohamed Abdi,اترارزة ,المذرذرة,الخط,احسي بو احمد,احسي بو احمد  01,حمادى  سيد المختار محمد عبدى,Présidentielles,الرئاسية,291,153,4,16,11
06,Trarza,Mederdra,El Khat,Hsey Bouhmed,Hsey Bouhmed  01,Outouma Antoine Souleymane Soumaré,اترارزة ,المذرذرة,الخط,احسي بو احمد,احسي بو احمد  01,أوتوما أنتوان  سليمان سومارى,Présidentielles,الرئاسية,291,153,4,16,7
06,Trarza,Mederdra,El Khat,Hsey Bouhmed,Hsey Bouhmed  01,Mamadou Bocar Ba,اترارزة ,المذرذرة,الخط,احسي بو احمد,احسي بو احمد  01,مامادو  بوكار با,Présidentielles,الرئاسية,291,153,4,16,1
06,Trarza,Mederdra,El Khat,Hsey Bouhmed,Hsey Bouhmed  01,El Id Mohameden M’Bareck,اترارزة ,المذرذرة,الخط,احسي بو احمد,احسي بو احمد  01,العيد  محمدن امبارك,Présidentielles,الرئاسية,291,153,4,16,0
06,Trarza,Mederdra,El Khat,Hsey Bouhmed,Hsey Bouhmed  01,Biram Dah  Abeid,اترارزة ,المذرذرة,الخط,احسي بو احمد,احسي بو احمد  01,بيرام الداه    اعبيد,Présidentielles,الرئاسية,291,153,4,16,14
06,Trarza,Mederdra,El Khat,Ecole El Mabrouk,Ecole El Mabrouk  02,Mohamed Cheikh Ghazouani,اترارزة ,المذرذرة,الخط,مدرسة المبروك,مدرسة المبروك  02,محمد   الشيخ الغزواني,Présidentielles,الرئاسية,453,276,3,3,247
06,Trarza,Mederdra,El Khat,Ecole El Mabrouk,Ecole El Mabrouk  02,Mohamed Lemine El Mourteji  El Wavi,اترارزة ,المذرذرة,الخط,مدرسة المبروك,مدرسة المبروك  02,محمد الامين  المرتجي الوافي,Présidentielles,الرئاسية,453,276,3,3,3
06,Trarza,Mederdra,El Khat,Ecole El Mabrouk,Ecole El Mabrouk  02,Hamadi Sid’El Moctar Mohamed Abdi,اترارزة ,المذرذرة,الخط,مدرسة المبروك,مدرسة المبروك  02,حمادى  سيد المختار محمد عبدى,Présidentielles,الرئاسية,453,276,3,3,10
06,Trarza,Mederdra,El Khat,Ecole El Mabrouk,Ecole El Mabrouk  02,Outouma Antoine Souleymane Soumaré,اترارزة ,المذرذرة,الخط,مدرسة المبروك,مدرسة المبروك  02,أوتوما أنتوان  سليمان سومارى,Présidentielles,الرئاسية,453,276,3,3,1
06,Trarza,Mederdra,El Khat,Ecole El Mabrouk,Ecole El Mabrouk  02,Mamadou Bocar Ba,اترارزة ,المذرذرة,الخط,مدرسة المبروك,مدرسة المبروك  02,مامادو  بوكار با,Présidentielles,الرئاسية,453,276,3,3,0
06,Trarza,Mederdra,El Khat,Ecole El Mabrouk,Ecole El Mabrouk  02,El Id Mohameden M’Bareck,اترارزة ,المذرذرة,الخط,مدرسة المبروك,مدرسة المبروك  02,العيد  محمدن امبارك,Présidentielles,الرئاسية,453,276,3,3,1
06,Trarza,Mederdra,El Khat,Ecole El Mabrouk,Ecole El Mabrouk  02,Biram Dah  Abeid,اترارزة ,المذرذرة,الخط,مدرسة المبروك,مدرسة المبروك  02,بيرام الداه    اعبيد,Présidentielles,الرئاسية,453,276,3,3,8
06,Trarza,Mederdra,Beir Taouress,Ecole Nivrar,Ecole Nivrar  01,Mohamed Cheikh Ghazouani,اترارزة ,المذرذرة,ابير التورس,مدرسة انيفرار,مدرسة انيفرار  01,محمد   الشيخ الغزواني,Présidentielles,الرئاسية,161,109,0,14,87
06,Trarza,Mederdra,Beir Taouress,Ecole Nivrar,Ecole Nivrar  01,Mohamed Lemine El Mourteji  El Wavi,اترارزة ,المذرذرة,ابير التورس,مدرسة انيفرار,مدرسة انيفرار  01,محمد الامين  المرتجي الوافي,Présidentielles,الرئاسية,161,109,0,14,1
06,Trarza,Mederdra,Beir Taouress,Ecole Nivrar,Ecole Nivrar  01,Hamadi Sid’El Moctar Mohamed Abdi,اترارزة ,المذرذرة,ابير التورس,مدرسة انيفرار,مدرسة انيفرار  01,حمادى  سيد المختار محمد عبدى,Présidentielles,الرئاسية,161,109,0,14,1
06,Trarza,Mederdra,Beir Taouress,Ecole Nivrar,Ecole Nivrar  01,Outouma Antoine Souleymane Soumaré,اترارزة ,المذرذرة,ابير التورس,مدرسة انيفرار,مدرسة انيفرار  01,أوتوما أنتوان  سليمان سومارى,Présidentielles,الرئاسية,161,109,0,14,1
06,Trarza,Mederdra,Beir Taouress,Ecole Nivrar,Ecole Nivrar  01,Mamadou Bocar Ba,اترارزة ,المذرذرة,ابير التورس,مدرسة انيفرار,مدرسة انيفرار  01,مامادو  بوكار با,Présidentielles,الرئاسية,161,109,0,14,2
06,Trarza,Mederdra,Beir Taouress,Ecole Nivrar,Ecole Nivrar  01,El Id Mohameden M’Bareck,اترارزة ,المذرذرة,ابير التورس,مدرسة انيفرار,مدرسة انيفرار  01,العيد  محمدن امبارك,Présidentielles,الرئاسية,161,109,0,14,1
06,Trarza,Mederdra,Beir Taouress,Ecole Nivrar,Ecole Nivrar  01,Biram Dah  Abeid,اترارزة ,المذرذرة,ابير التورس,مدرسة انيفرار,مدرسة انيفرار  01,بيرام الداه    اعبيد,Présidentielles,الرئاسية,161,109,0,14,2
06,Trarza,Mederdra,Mederdra,Zar,Zar  01,Mohamed Cheikh Ghazouani,اترارزة ,المذرذرة,المذرذرة,زار,زار  01,محمد   الشيخ الغزواني,Présidentielles,الرئاسية,209,114,6,3,82
06,Trarza,Mederdra,Mederdra,Zar,Zar  01,Mohamed Lemine El Mourteji  El Wavi,اترارزة ,المذرذرة,المذرذرة,زار,زار  01,محمد الامين  المرتجي الوافي,Présidentielles,الرئاسية,209,114,6,3,3
06,Trarza,Mederdra,Mederdra,Zar,Zar  01,Hamadi Sid’El Moctar Mohamed Abdi,اترارزة ,المذرذرة,المذرذرة,زار,زار  01,حمادى  سيد المختار محمد عبدى,Présidentielles,الرئاسية,209,114,6,3,5
