codeWilaya,Wilaya,MoughataaFr,Commune,Center,bureau,Candidat,Wilaya_ar,MoughataaAr,Commune_ar,Center_ar,bureau_ar,CandidatAr,Type,TypeAr,nbr_Inscrits,nb_bulletin,nb_votant_neutre,nb_votant_null,nb_vote
01,Hodh Chargui,Timbedra,Etouil,Ehil weddan,Ehil weddan  01,Mohamed Cheikh Ghazouani,الحوض الشرقي,تمبدغة,اطويل,اهل ودان,اهل ودان  01,محمد   الشيخ الغزواني,Présidentielles,الرئاسية,214,108,0,14,90
01,Hodh Chargui,Timbedra,Etouil,Ehil weddan,Ehil weddan  01,Mohamed Lemine El Mourteji  El Wavi,الحوض الشرقي,تمبدغة,اطويل,اهل ودان,اهل ودان  01,محمد الامين  المرتجي الوافي,Présidentielles,الرئاسية,214,108,0,14,2
01,Hodh Chargui,Timbedra,Etouil,Ehil weddan,Ehil weddan  01,Hamadi Sid’El Moctar Mohamed Abdi,الحوض الشرقي,تمبدغة,اطويل,اهل ودان,اهل ودان  01,حمادى  سيد المختار محمد عبدى,Présidentielles,الرئاسية,214,108,0,14,2
01,Hodh Chargui,Timbedra,Etouil,Ehil weddan,Ehil weddan  01,Outouma Antoine Souleymane Soumaré,الحوض الشرقي,تمبدغة,اطويل,اهل ودان,اهل ودان  01,أوتوما أنتوان  سليمان سومارى,Présidentielles,الرئاسية,214,108,0,14,0
01,Hodh Chargui,Timbedra,Etouil,Ehil weddan,Ehil weddan  01,Mamadou Bocar Ba,الحوض الشرقي,تمبدغة,اطويل,اهل ودان,اهل ودان  01,مامادو  بوكار با,Présidentielles,الرئاسية,214,108,0,14,0
01,Hodh Chargui,Timbedra,Etouil,Ehil weddan,Ehil weddan  01,El Id Mohameden M’Bareck,الحوض الشرقي,تمبدغة,اطويل,اهل ودان,اهل ودان  01,العيد  محمدن امبارك,Présidentielles,الرئاسية,214,108,0,14,0
01,Hodh Chargui,Timbedra,Etouil,Ehil weddan,Ehil weddan  01,Biram Dah  Abeid,الحوض الشرقي,تمبدغة,اطويل,اهل ودان,اهل ودان  01,بيرام الداه    اعبيد,Présidentielles,الرئاسية,214,108,0,14,0
01,Hodh Chargui,Timbedra,Etouil,Gasr El Barka,Gasr El Barka  01,Mohamed Cheikh Ghazouani,الحوض الشرقي,تمبدغة,اطويل,قصر البركة,قصر البركة  01,محمد   الشيخ الغزواني,Présidentielles,الرئاسية,118,106,0,0,100
01,Hodh Chargui,Timbedra,Etouil,Gasr El Barka,Gasr El Barka  01,Mohamed Lemine El Mourteji  El Wavi,الحوض الشرقي,تمبدغة,اطويل,قصر البركة,قصر البركة  01,محمد الامين  المرتجي الوافي,Présidentielles,الرئاسية,118,106,0,0,1
01,Hodh Chargui,Timbedra,Etouil,Gasr El Barka,Gasr El Barka  01,Hamadi Sid’El Moctar Mohamed Abdi,الحوض الشرقي,تمبدغة,اطويل,قصر البركة,قصر البركة  01,حمادى  سيد المختار محمد عبدى,Présidentielles,الرئاسية,118,106,0,0,4
01,Hodh Chargui,Timbedra,Etouil,Gasr El Barka,Gasr El Barka  01,Outouma Antoine Souleymane Soumaré,الحوض الشرقي,تمبدغة,اطويل,قصر البركة,قصر البركة  01,أوتوما أنتوان  سليمان سومارى,Présidentielles,الرئاسية,118,106,0,0,1
01,Hodh Chargui,Timbedra,Etouil,Gasr El Barka,Gasr El Barka  01,Mamadou Bocar Ba,الحوض الشرقي,تمبدغة,اطويل,قصر البركة,قصر البركة  01,مامادو  بوكار با,Présidentielles,الرئاسية,118,106,0,0,0
01,Hodh Chargui,Timbedra,Etouil,Gasr El Barka,Gasr El Barka  01,El Id Mohameden M’Bareck,الحوض الشرقي,تمبدغة,اطويل,قصر البركة,قصر البركة  01,العيد  محمدن امبارك,Présidentielles,الرئاسية,118,106,0,0,0
01,Hodh Chargui,Timbedra,Etouil,Gasr El Barka,Gasr El Barka  01,Biram Dah  Abeid,الحوض الشرقي,تمبدغة,اطويل,قصر البركة,قصر البركة  01,بيرام الداه    اعبيد,Présidentielles,الرئاسية,118,106,0,0,0
01,Hodh Chargui,Oualata,Oualata,Touejilit lehsab,Touejilit lehsab  01,Mohamed Cheikh Ghazouani,الحوض الشرقي,ولاته ,ولاته,اتويجليت لحساب,اتويجليت لحساب  01,محمد   الشيخ الغزواني,Présidentielles,الرئاسية,138,80,6,2,59
01,Hodh Chargui,Oualata,Oualata,Touejilit lehsab,Touejilit lehsab  01,Mohamed Lemine El Mourteji  El Wavi,الحوض الشرقي,ولاته ,ولاته,اتويجليت لحساب,اتويجليت لحساب  01,محمد الامين  المرتجي الوافي,Présidentielles,الرئاسية,138,80,6,2,1
01,Hodh Chargui,Oualata,Oualata,Touejilit lehsab,Touejilit lehsab  01,Hamadi Sid’El Moctar Mohamed Abdi,الحوض الشرقي,ولاته ,ولاته,اتويجليت لحساب,اتويجليت لحساب  01,حمادى  سيد المختار محمد عبدى,Présidentielles,الرئاسية,138,80,6,2,9
01,Hodh Chargui,Oualata,Oualata,Touejilit lehsab,Touejilit lehsab  01,Outouma Antoine Souleymane Soumaré,الحوض الشرقي,ولاته ,ولاته,اتويجليت لحساب,اتويجليت لحساب  01,أوتوما أنتوان  سليمان سومارى,Présidentielles,الرئاسية,138,80,6,2,0
01,Hodh Chargui,Oualata,Oualata,Touejilit lehsab,Touejilit lehsab  01,Mamadou Bocar Ba,الحوض الشرقي,ولاته ,ولاته,اتويجليت لحساب,اتويجليت لحساب  01,مامادو  بوكار با,Présidentielles,الرئاسية,138,80,6,2,0
01,Hodh Chargui,Oualata,Oualata,Touejilit lehsab,Touejilit lehsab  01,El Id Mohameden M’Bareck,الحوض الشرقي,ولاته ,ولاته,اتويجليت لحساب,اتويجليت لحساب  01,العيد  محمدن امبارك,Présidentielles,الرئاسية,138,80,6,2,1
01,Hodh Chargui,Oualata,Oualata,Touejilit lehsab,Touejilit lehsab  01,Biram Dah  Abeid,الحوض الشرقي,ولاته ,ولاته,اتويجليت لحساب,اتويجليت لحساب  01,بيرام الداه    اعبيد,Présidentielles,الرئاسية,138,80,6,2,2
01,Hodh Chargui,Oualata,Elbatene,awkar,awkar  01,Mohamed Cheikh Ghazouani,الحوض الشرقي,ولاته ,الباطن,اوكار,اوكار  01,محمد   الشيخ الغزواني,Présidentielles,الرئاسية,185,7,1,2,4
01,Hodh Chargui,Oualata,Elbatene,awkar,awkar  01,Mohamed Lemine El Mourteji  El Wavi,الحوض الشرقي,ولاته ,الباطن,اوكار,اوكار  01,محمد الامين  المرتجي الوافي,Présidentielles,الرئاسية,185,7,1,2,0
01,Hodh Chargui,Oualata,Elbatene,awkar,awkar  01,Hamadi Sid’El Moctar Mohamed Abdi,الحوض الشرقي,ولاته ,الباطن,اوكار,اوكار  01,حمادى  سيد المختار محمد عبدى,Présidentielles,الرئاسية,185,7,1,2,0
01,Hodh Chargui,Oualata,Elbatene,awkar,awkar  01,Outouma Antoine Souleymane Soumaré,الحوض الشرقي,ولاته ,الباطن,اوكار,اوكار  01,أوتوما أنتوان  سليمان سومارى,Présidentielles,الرئاسية,185,7,1,2,0
01,Hodh Chargui,Oualata,Elbatene,awkar,awkar  01,Mamadou Bocar Ba,الحوض الشرقي,ولاته ,الباطن,اوكار,اوكار  01,مامادو  بوكار با,Présidentielles,الرئاسية,185,7,1,2,0
01,Hodh Chargui,Oualata,Elbatene,awkar,awkar  01,El Id Mohameden M’Bareck,الحوض الشرقي,ولاته ,الباطن,اوكار,اوكار  01,العيد  محمدن امبارك,Présidentielles,الرئاسية,185,7,1,2,0
01,Hodh Chargui,Oualata,Elbatene,awkar,awkar  01,Biram Dah  Abeid,الحوض الشرقي,ولاته ,الباطن,اوكار,اوكار  01,بيرام الداه    اعبيد,Présidentielles,الرئاسية,185,7,1,2,0
01,Hodh Chargui,Oualata,Elbatene,Oum Rekba - Hassi Chvaya,Oum Rekba - Hassi Chvaya  01,Mohamed Cheikh Ghazouani,الحوض الشرقي,ولاته ,الباطن,أم ركب - حاس اشفاي,أم ركب - حاس اشفاي  01,محمد   الشيخ الغزواني,Présidentielles,الرئاسية,150,12,0,0,9
01,Hodh Chargui,Oualata,Elbatene,Oum Rekba - Hassi Chvaya,Oum Rekba - Hassi Chvaya  01,Mohamed Lemine El Mourteji  El Wavi,الحوض الشرقي,ولاته ,الباطن,أم ركب - حاس اشفاي,أم ركب - حاس اشفاي  01,محمد الامين  المرتجي الوافي,Présidentielles,الرئاسية,150,12,0,0,1
01,Hodh Chargui,Oualata,Elbatene,Oum Rekba - Hassi Chvaya,Oum Rekba - Hassi Chvaya  01,Hamadi Sid’El Moctar Mohamed Abdi,الحوض الشرقي,ولاته ,الباطن,أم ركب - حاس اشفاي,أم ركب - حاس اشفاي  01,حمادى  سيد المختار محمد عبدى,Présidentielles,الرئاسية,150,12,0,0,1
01,Hodh Chargui,Oualata,Elbatene,Oum Rekba - Hassi Chvaya,Oum Rekba - Hassi Chvaya  01,El Id Mohameden M’Bareck,الحوض الشرقي,ولاته ,الباطن,أم ركب - حاس اشفاي,أم ركب - حاس اشفاي  01,العيد  محمدن امبارك,Présidentielles,الرئاسية,150,12,0,0,1
01,Hodh Chargui,Oualata,Elbatene,Oum Rekba - Hassi Chvaya,Oum Rekba - Hassi Chvaya  01,Biram Dah  Abeid,الحوض الشرقي,ولاته ,الباطن,أم ركب - حاس اشفاي,أم ركب - حاس اشفاي  01,بيرام الداه    اعبيد,Présidentielles,الرئاسية,150,12,0,0,0
01,Hodh Chargui,Oualata,Elbatene,Oum Rekba - Hassi Chvaya,Oum Rekba - Hassi Chvaya  01,Mamadou Bocar Ba,الحوض الشرقي,ولاته ,الباطن,أم ركب - حاس اشفاي,أم ركب - حاس اشفاي  01,مامادو  بوكار با,Présidentielles,الرئاسية,150,12,0,0,0
01,Hodh Chargui,Oualata,Elbatene,Oum Rekba - Hassi Chvaya,Oum Rekba - Hassi Chvaya  01,Outouma Antoine Souleymane Soumaré,الحوض الشرقي,ولاته ,الباطن,أم ركب - حاس اشفاي,أم ركب - حاس اشفاي  01,أوتوما أنتوان  سليمان سومارى,Présidentielles,الرئاسية,150,12,0,0,0
01,Hodh Chargui,Oualata,Elbatene,Gleibat Ejmoue,Gleibat Ejmoue  01,Mohamed Cheikh Ghazouani,الحوض الشرقي,ولاته ,الباطن,اكَليبات أجمو,اكَليبات أجمو  01,محمد   الشيخ الغزواني,Présidentielles,الرئاسية,299,216,5,5,176
01,Hodh Chargui,Oualata,Elbatene,Gleibat Ejmoue,Gleibat Ejmoue  01,Mohamed Lemine El Mourteji  El Wavi,الحوض الشرقي,ولاته ,الباطن,اكَليبات أجمو,اكَليبات أجمو  01,محمد الامين  المرتجي الوافي,Présidentielles,الرئاسية,299,216,5,5,3
01,Hodh Chargui,Oualata,Elbatene,Gleibat Ejmoue,Gleibat Ejmoue  01,Hamadi Sid’El Moctar Mohamed Abdi,الحوض الشرقي,ولاته ,الباطن,اكَليبات أجمو,اكَليبات أجمو  01,حمادى  سيد المختار محمد عبدى,Présidentielles,الرئاسية,299,216,5,5,4
01,Hodh Chargui,Oualata,Elbatene,Gleibat Ejmoue,Gleibat Ejmoue  01,Outouma Antoine Souleymane Soumaré,الحوض الشرقي,ولاته ,الباطن,اكَليبات أجمو,اكَليبات أجمو  01,أوتوما أنتوان  سليمان سومارى,Présidentielles,الرئاسية,299,216,5,5,0
01,Hodh Chargui,Oualata,Elbatene,Gleibat Ejmoue,Gleibat Ejmoue  01,Mamadou Bocar Ba,الحوض الشرقي,ولاته ,الباطن,اكَليبات أجمو,اكَليبات أجمو  01,مامادو  بوكار با,Présidentielles,الرئاسية,299,216,5,5,0
01,Hodh Chargui,Oualata,Elbatene,Gleibat Ejmoue,Gleibat Ejmoue  01,El Id Mohameden M’Bareck,الحوض الشرقي,ولاته ,الباطن,اكَليبات أجمو,اكَليبات أجمو  01,العيد  محمدن امبارك,Présidentielles,الرئاسية,299,216,5,5,8
01,Hodh Chargui,Oualata,Elbatene,Gleibat Ejmoue,Gleibat Ejmoue  01,Biram Dah  Abeid,الحوض الشرقي,ولاته ,الباطن,اكَليبات أجمو,اكَليبات أجمو  01,بيرام الداه    اعبيد,Présidentielles,الرئاسية,299,216,5,5,15
01,Hodh Chargui,Oualata,Oualata,Ecole Oualata,Ecole Oualata  02,Mohamed Cheikh Ghazouani,الحوض الشرقي,ولاته ,ولاته,مدرسة ولاته,مدرسة ولاته  02,محمد   الشيخ الغزواني,Présidentielles,الرئاسية,449,187,0,17,135
01,Hodh Chargui,Oualata,Oualata,Ecole Oualata,Ecole Oualata  02,Mohamed Lemine El Mourteji  El Wavi,الحوض الشرقي,ولاته ,ولاته,مدرسة ولاته,مدرسة ولاته  02,محمد الامين  المرتجي الوافي,Présidentielles,الرئاسية,449,187,0,17,3
01,Hodh Chargui,Oualata,Oualata,Ecole Oualata,Ecole Oualata  02,Hamadi Sid’El Moctar Mohamed Abdi,الحوض الشرقي,ولاته ,ولاته,مدرسة ولاته,مدرسة ولاته  02,حمادى  سيد المختار محمد عبدى,Présidentielles,الرئاسية,449,187,0,17,17
01,Hodh Chargui,Oualata,Oualata,Ecole Oualata,Ecole Oualata  02,Outouma Antoine Souleymane Soumaré,الحوض الشرقي,ولاته ,ولاته,مدرسة ولاته,مدرسة ولاته  02,أوتوما أنتوان  سليمان سومارى,Présidentielles,الرئاسية,449,187,0,17,0
01,Hodh Chargui,Oualata,Oualata,Ecole Oualata,Ecole Oualata  02,Mamadou Bocar Ba,الحوض الشرقي,ولاته ,ولاته,مدرسة ولاته,مدرسة ولاته  02,مامادو  بوكار با,Présidentielles,الرئاسية,449,187,0,17,0
01,Hodh Chargui,Oualata,Oualata,Ecole Oualata,Ecole Oualata  02,El Id Mohameden M’Bareck,الحوض الشرقي,ولاته ,ولاته,مدرسة ولاته,مدرسة ولاته  02,العيد  محمدن امبارك,Présidentielles,الرئاسية,449,187,0,17,0
01,Hodh Chargui,Oualata,Oualata,Ecole Oualata,Ecole Oualata  02,Biram Dah  Abeid,الحوض الشرقي,ولاته ,ولاته,مدرسة ولاته,مدرسة ولاته  02,بيرام الداه    اعبيد,Présidentielles,الرئاسية,449,187,0,17,15
01,Hodh Chargui,Oualata,Oualata,Bureaux de Commune,Bureaux de Commune  01,Mohamed Cheikh Ghazouani,الحوض الشرقي,ولاته ,ولاته,مكاتب البلدية,مكاتب البلدية  01,محمد   الشيخ الغزواني,Présidentielles,الرئاسية,392,187,0,17,135
01,Hodh Chargui,Oualata,Oualata,Bureaux de Commune,Bureaux de Commune  01,Mohamed Lemine El Mourteji  El Wavi,الحوض الشرقي,ولاته ,ولاته,مكاتب البلدية,مكاتب البلدية  01,محمد الامين  المرتجي الوافي,Présidentielles,الرئاسية,392,187,0,17,3
01,Hodh Chargui,Oualata,Oualata,Bureaux de Commune,Bureaux de Commune  01,Hamadi Sid’El Moctar Mohamed Abdi,الحوض الشرقي,ولاته ,ولاته,مكاتب البلدية,مكاتب البلدية  01,حمادى  سيد المختار محمد عبدى,Présidentielles,الرئاسية,392,187,0,17,17
01,Hodh Chargui,Oualata,Oualata,Bureaux de Commune,Bureaux de Commune  01,Outouma Antoine Souleymane Soumaré,الحوض الشرقي,ولاته ,ولاته,مكاتب البلدية,مكاتب البلدية  01,أوتوما أنتوان  سليمان سومارى,Présidentielles,الرئاسية,392,187,0,17,0
01,Hodh Chargui,Oualata,Oualata,Bureaux de Commune,Bureaux de Commune  01,Mamadou Bocar Ba,الحوض الشرقي,ولاته ,ولاته,مكاتب البلدية,مكاتب البلدية  01,مامادو  بوكار با,Présidentielles,الرئاسية,392,187,0,17,0
01,Hodh Chargui,Oualata,Oualata,Bureaux de Commune,Bureaux de Commune  01,El Id Mohameden M’Bareck,الحوض الشرقي,ولاته ,ولاته,مكاتب البلدية,مكاتب البلدية  01,العيد  محمدن امبارك,Présidentielles,الرئاسية,392,187,0,17,0
01,Hodh Chargui,Oualata,Oualata,Bureaux de Commune,Bureaux de Commune  01,Biram Dah  Abeid,الحوض الشرقي,ولاته ,ولاته,مكاتب البلدية,مكاتب البلدية  01,بيرام الداه    اعبيد,Présidentielles,الرئاسية,392,187,0,17,15
01,Hodh Chargui,Oualata,Elbatene,Berbarra,Berbarra  01,Mohamed Cheikh Ghazouani,الحوض الشرقي,ولاته ,الباطن,بربارا,بربارا  01,محمد   الشيخ الغزواني,Présidentielles,الرئاسية,425,245,9,3,199
01,Hodh Chargui,Oualata,Elbatene,Berbarra,Berbarra  01,Mohamed Lemine El Mourteji  El Wavi,الحوض الشرقي,ولاته ,الباطن,بربارا,بربارا  01,محمد الامين  المرتجي الوافي,Présidentielles,الرئاسية,425,245,9,3,0
01,Hodh Chargui,Oualata,Elbatene,Berbarra,Berbarra  01,Hamadi Sid’El Moctar Mohamed Abdi,الحوض الشرقي,ولاته ,الباطن,بربارا,بربارا  01,حمادى  سيد المختار محمد عبدى,Présidentielles,الرئاسية,425,245,9,3,27
01,Hodh Chargui,Oualata,Elbatene,Berbarra,Berbarra  01,Outouma Antoine Souleymane Soumaré,الحوض الشرقي,ولاته ,الباطن,بربارا,بربارا  01,أوتوما أنتوان  سليمان سومارى,Présidentielles,الرئاسية,425,245,9,3,0
01,Hodh Chargui,Oualata,Elbatene,Berbarra,Berbarra  01,Mamadou Bocar Ba,الحوض الشرقي,ولاته ,الباطن,بربارا,بربارا  01,مامادو  بوكار با,Présidentielles,الرئاسية,425,245,9,3,0
01,Hodh Chargui,Oualata,Elbatene,Berbarra,Berbarra  01,El Id Mohameden M’Bareck,الحوض الشرقي,ولاته ,الباطن,بربارا,بربارا  01,العيد  محمدن امبارك,Présidentielles,الرئاسية,425,245,9,3,1
01,Hodh Chargui,Oualata,Elbatene,Berbarra,Berbarra  01,Biram Dah  Abeid,الحوض الشرقي,ولاته ,الباطن,بربارا,بربارا  01,بيرام الداه    اعبيد,Présidentielles,الرئاسية,425,245,9,3,6
01,Hodh Chargui,Oualata,Elbatene,Nouaoudar,Nouaoudar  02,Mohamed Cheikh Ghazouani,الحوض الشرقي,ولاته ,الباطن,نواودار,نواودار  02,محمد   الشيخ الغزواني,Présidentielles,الرئاسية,531,158,0,5,122
01,Hodh Chargui,Oualata,Elbatene,Nouaoudar,Nouaoudar  02,Mohamed Lemine El Mourteji  El Wavi,الحوض الشرقي,ولاته ,الباطن,نواودار,نواودار  02,محمد الامين  المرتجي الوافي,Présidentielles,الرئاسية,531,158,0,5,5
01,Hodh Chargui,Oualata,Elbatene,Nouaoudar,Nouaoudar  02,Hamadi Sid’El Moctar Mohamed Abdi,الحوض الشرقي,ولاته ,الباطن,نواودار,نواودار  02,حمادى  سيد المختار محمد عبدى,Présidentielles,الرئاسية,531,158,0,5,25
01,Hodh Chargui,Oualata,Elbatene,Nouaoudar,Nouaoudar  02,Outouma Antoine Souleymane Soumaré,الحوض الشرقي,ولاته ,الباطن,نواودار,نواودار  02,أوتوما أنتوان  سليمان سومارى,Présidentielles,الرئاسية,531,158,0,5,0
01,Hodh Chargui,Oualata,Elbatene,Nouaoudar,Nouaoudar  02,Mamadou Bocar Ba,الحوض الشرقي,ولاته ,الباطن,نواودار,نواودار  02,مامادو  بوكار با,Présidentielles,الرئاسية,531,158,0,5,0
01,Hodh Chargui,Oualata,Elbatene,Nouaoudar,Nouaoudar  02,El Id Mohameden M’Bareck,الحوض الشرقي,ولاته ,الباطن,نواودار,نواودار  02,العيد  محمدن امبارك,Présidentielles,الرئاسية,531,158,0,5,0
01,Hodh Chargui,Oualata,Elbatene,Nouaoudar,Nouaoudar  02,Biram Dah  Abeid,الحوض الشرقي,ولاته ,الباطن,نواودار,نواودار  02,بيرام الداه    اعبيد,Présidentielles,الرئاسية,531,158,0,5,1
01,Hodh Chargui,Oualata,Elbatene,Levrayess,Levrayess  01,Mohamed Cheikh Ghazouani,الحوض الشرقي,ولاته ,الباطن,لفرايس,لفرايس  01,محمد   الشيخ الغزواني,Présidentielles,الرئاسية,190,79,0,1,74
01,Hodh Chargui,Oualata,Elbatene,Levrayess,Levrayess  01,Mohamed Lemine El Mourteji  El Wavi,الحوض الشرقي,ولاته ,الباطن,لفرايس,لفرايس  01,محمد الامين  المرتجي الوافي,Présidentielles,الرئاسية,190,79,0,1,2
01,Hodh Chargui,Oualata,Elbatene,Levrayess,Levrayess  01,Hamadi Sid’El Moctar Mohamed Abdi,الحوض الشرقي,ولاته ,الباطن,لفرايس,لفرايس  01,حمادى  سيد المختار محمد عبدى,Présidentielles,الرئاسية,190,79,0,1,1
01,Hodh Chargui,Oualata,Elbatene,Levrayess,Levrayess  01,Outouma Antoine Souleymane Soumaré,الحوض الشرقي,ولاته ,الباطن,لفرايس,لفرايس  01,أوتوما أنتوان  سليمان سومارى,Présidentielles,الرئاسية,190,79,0,1,0
01,Hodh Chargui,Oualata,Elbatene,Levrayess,Levrayess  01,Mamadou Bocar Ba,الحوض الشرقي,ولاته ,الباطن,لفرايس,لفرايس  01,مامادو  بوكار با,Présidentielles,الرئاسية,190,79,0,1,0
01,Hodh Chargui,Oualata,Elbatene,Levrayess,Levrayess  01,El Id Mohameden M’Bareck,الحوض الشرقي,ولاته ,الباطن,لفرايس,لفرايس  01,العيد  محمدن امبارك,Présidentielles,الرئاسية,190,79,0,1,1
01,Hodh Chargui,Oualata,Elbatene,Levrayess,Levrayess  01,Biram Dah  Abeid,الحوض الشرقي,ولاته ,الباطن,لفرايس,لفرايس  01,بيرام الداه    اعبيد,Présidentielles,الرئاسية,190,79,0,1,0
01,Hodh Chargui,Oualata,Elbatene,Nouaoudar,Nouaoudar  01,Mohamed Cheikh Ghazouani,الحوض الشرقي,ولاته ,الباطن,نواودار,نواودار  01,محمد   الشيخ الغزواني,Présidentielles,الرئاسية,532,237,1,5,196
01,Hodh Chargui,Oualata,Elbatene,Nouaoudar,Nouaoudar  01,Mohamed Lemine El Mourteji  El Wavi,الحوض الشرقي,ولاته ,الباطن,نواودار,نواودار  01,محمد الامين  المرتجي الوافي,Présidentielles,الرئاسية,532,237,1,5,11
01,Hodh Chargui,Oualata,Elbatene,Nouaoudar,Nouaoudar  01,Hamadi Sid’El Moctar Mohamed Abdi,الحوض الشرقي,ولاته ,الباطن,نواودار,نواودار  01,حمادى  سيد المختار محمد عبدى,Présidentielles,الرئاسية,532,237,1,5,23
01,Hodh Chargui,Oualata,Elbatene,Nouaoudar,Nouaoudar  01,Outouma Antoine Souleymane Soumaré,الحوض الشرقي,ولاته ,الباطن,نواودار,نواودار  01,أوتوما أنتوان  سليمان سومارى,Présidentielles,الرئاسية,532,237,1,5,0
01,Hodh Chargui,Oualata,Elbatene,Nouaoudar,Nouaoudar  01,Mamadou Bocar Ba,الحوض الشرقي,ولاته ,الباطن,نواودار,نواودار  01,مامادو  بوكار با,Présidentielles,الرئاسية,532,237,1,5,0
01,Hodh Chargui,Oualata,Elbatene,Nouaoudar,Nouaoudar  01,El Id Mohameden M’Bareck,الحوض الشرقي,ولاته ,الباطن,نواودار,نواودار  01,العيد  محمدن امبارك,Présidentielles,الرئاسية,532,237,1,5,0
01,Hodh Chargui,Oualata,Elbatene,Nouaoudar,Nouaoudar  01,Biram Dah  Abeid,الحوض الشرقي,ولاته ,الباطن,نواودار,نواودار  01,بيرام الداه    اعبيد,Présidentielles,الرئاسية,532,237,1,5,1
01,Hodh Chargui,Oualata,Oualata,Hssey el ghabra,Hssey el ghabra  01,Mohamed Cheikh Ghazouani,الحوض الشرقي,ولاته ,ولاته,احسي الغبر,احسي الغبر  01,محمد   الشيخ الغزواني,Présidentielles,الرئاسية,154,106,3,0,101
01,Hodh Chargui,Oualata,Oualata,Hssey el ghabra,Hssey el ghabra  01,Mohamed Lemine El Mourteji  El Wavi,الحوض الشرقي,ولاته ,ولاته,احسي الغبر,احسي الغبر  01,محمد الامين  المرتجي الوافي,Présidentielles,الرئاسية,154,106,3,0,0
01,Hodh Chargui,Oualata,Oualata,Hssey el ghabra,Hssey el ghabra  01,Hamadi Sid’El Moctar Mohamed Abdi,الحوض الشرقي,ولاته ,ولاته,احسي الغبر,احسي الغبر  01,حمادى  سيد المختار محمد عبدى,Présidentielles,الرئاسية,154,106,3,0,2
01,Hodh Chargui,Oualata,Oualata,Hssey el ghabra,Hssey el ghabra  01,Outouma Antoine Souleymane Soumaré,الحوض الشرقي,ولاته ,ولاته,احسي الغبر,احسي الغبر  01,أوتوما أنتوان  سليمان سومارى,Présidentielles,الرئاسية,154,106,3,0,0
01,Hodh Chargui,Oualata,Oualata,Hssey el ghabra,Hssey el ghabra  01,Mamadou Bocar Ba,الحوض الشرقي,ولاته ,ولاته,احسي الغبر,احسي الغبر  01,مامادو  بوكار با,Présidentielles,الرئاسية,154,106,3,0,0
01,Hodh Chargui,Oualata,Oualata,Hssey el ghabra,Hssey el ghabra  01,El Id Mohameden M’Bareck,الحوض الشرقي,ولاته ,ولاته,احسي الغبر,احسي الغبر  01,العيد  محمدن امبارك,Présidentielles,الرئاسية,154,106,3,0,0
01,Hodh Chargui,Oualata,Oualata,Hssey el ghabra,Hssey el ghabra  01,Biram Dah  Abeid,الحوض الشرقي,ولاته ,ولاته,احسي الغبر,احسي الغبر  01,بيرام الداه    اعبيد,Présidentielles,الرئاسية,154,106,3,0,0
01,Hodh Chargui,Oualata,Oualata,Ecole Oualata,Ecole Oualata  01,Mohamed Cheikh Ghazouani,الحوض الشرقي,ولاته ,ولاته,مدرسة ولاته,مدرسة ولاته  01,محمد   الشيخ الغزواني,Présidentielles,الرئاسية,449,202,1,3,162
01,Hodh Chargui,Oualata,Oualata,Ecole Oualata,Ecole Oualata  01,Mohamed Lemine El Mourteji  El Wavi,الحوض الشرقي,ولاته ,ولاته,مدرسة ولاته,مدرسة ولاته  01,محمد الامين  المرتجي الوافي,Présidentielles,الرئاسية,449,202,1,3,0
01,Hodh Chargui,Oualata,Oualata,Ecole Oualata,Ecole Oualata  01,Hamadi Sid’El Moctar Mohamed Abdi,الحوض الشرقي,ولاته ,ولاته,مدرسة ولاته,مدرسة ولاته  01,حمادى  سيد المختار محمد عبدى,Présidentielles,الرئاسية,449,202,1,3,17
01,Hodh Chargui,Oualata,Oualata,Ecole Oualata,Ecole Oualata  01,Outouma Antoine Souleymane Soumaré,الحوض الشرقي,ولاته ,ولاته,مدرسة ولاته,مدرسة ولاته  01,أوتوما أنتوان  سليمان سومارى,Présidentielles,الرئاسية,449,202,1,3,0
01,Hodh Chargui,Oualata,Oualata,Ecole Oualata,Ecole Oualata  01,Mamadou Bocar Ba,الحوض الشرقي,ولاته ,ولاته,مدرسة ولاته,مدرسة ولاته  01,مامادو  بوكار با,Présidentielles,الرئاسية,449,202,1,3,1
01,Hodh Chargui,Oualata,Oualata,Ecole Oualata,Ecole Oualata  01,El Id Mohameden M’Bareck,الحوض الشرقي,ولاته ,ولاته,مدرسة ولاته,مدرسة ولاته  01,العيد  محمدن امبارك,Présidentielles,الرئاسية,449,202,1,3,3
01,Hodh Chargui,Oualata,Oualata,Ecole Oualata,Ecole Oualata  01,Biram Dah  Abeid,الحوض الشرقي,ولاته ,ولاته,مدرسة ولاته,مدرسة ولاته  01,بيرام الداه    اعبيد,Présidentielles,الرئاسية,449,202,1,3,15
01,Hodh Chargui,Oualata,Oualata,Ryni,Ryni  01,Mohamed Cheikh Ghazouani,الحوض الشرقي,ولاته ,ولاته,ريني,ريني  01,محمد   الشيخ الغزواني,Présidentielles,الرئاسية,364,151,0,4,145
01,Hodh Chargui,Oualata,Oualata,Ryni,Ryni  01,Mohamed Lemine El Mourteji  El Wavi,الحوض الشرقي,ولاته ,ولاته,ريني,ريني  01,محمد الامين  المرتجي الوافي,Présidentielles,الرئاسية,364,151,0,4,1
